t,KE,IE,TE,mass,mach
0.000000,50,1.7857143,51.785714,1,10.000000
0.004693,49.958427,1.8282096,51.786636,1,9.960129
0.009409,47.328936,4.5569151,51.885851,1,8.708596
0.014311,38.964712,13.021635,51.986347,1,5.305836
0.019508,31.901112,20.109141,52.010253,1,3.273727
0.024576,28.03047,23.982662,52.013132,1,2.501988
0.029994,24.821637,27.191893,52.01353,1,2.110137
0.035747,21.676432,30.337111,52.013543,1,1.827311
0.040000,19.515341,32.498203,52.013544,1,1.659251
