x,exact,Hancock_PLM,Hancock_PPM_tr_2shk,Local_PPM_tr_2shk,Local_PPM_exact_label_THINC,Local_PPM_carried_label_THINC,PPM_DirectEuler,PPML_trace
0.59765625,1.0,1.000866413116455,1.0000053644180298,0.9988738298416138,0.9995682835578918,0.9995631575584412,0.9996786713600159,1.000046730041504
0.60546875,1.0,0.9998276829719543,1.0000053644180298,1.0015000104904175,1.0012282133102417,1.0022304058074951,0.9997005462646484,1.0000462532043457
0.61328125,1.0,0.9992247223854065,1.0000039339065552,1.0031002759933472,1.002152681350708,1.0037282705307007,0.9997149109840393,1.0000460147857666
0.62109375,1.0,0.9987695217132568,1.0000028610229492,1.003656029701233,1.002447485923767,1.004123568534851,0.9997180700302124,1.0000450611114502
0.62890625,1.0,0.9983861446380615,1.0000029802322388,1.003587245941162,1.0023773908615112,1.0039421319961548,0.9997190237045288,1.000044345855713
0.63671875,1.0,0.9981799721717834,1.0000029802322388,1.0031309127807617,1.0020604133605957,1.003341794013977,0.9997140765190125,1.000044822692871
0.64453125,1.0,0.9981367588043213,1.0000038146972656,1.0024499893188477,1.0016156435012817,1.0025438070297241,0.9996907711029053,1.0000441074371338
0.65234375,1.0,0.9981404542922974,1.000003695487976,1.001713514328003,1.0011459589004517,1.001718282699585,0.9996851682662964,1.0000423192977905
0.66015625,1.0,0.9981772899627686,1.000003457069397,1.001038670539856,1.0007166862487793,1.0009866952896118,0.9996873736381531,1.0000405311584473
0.66796875,1.0,0.9982732534408569,1.0000033378601074,1.000496506690979,1.0003663301467896,1.000417947769165,0.9996926784515381,1.0000379085540771
0.67578125,1.0,0.9984353184700012,1.000002384185791,1.0001109838485718,1.0001106262207031,1.0000288486480713,0.999701738357544,1.0000364780426025
0.68359375,1.0,0.9986729025840759,1.0000004768371582,0.9998734593391418,0.9999473690986633,0.9998021125793457,0.999717116355896,1.0000358819961548
0.69140625,1.0,0.9989840984344482,0.9999998211860657,0.9997555017471313,0.9998601675033569,0.9997029304504395,0.9997299909591675,1.0000348091125488
0.69921875,1.0,0.9993442296981812,0.9999995231628418,0.9997223615646362,0.9998291730880737,0.9996875524520874,0.9997342228889465,1.0000340938568115
0.70703125,1.0,0.9997265934944153,1.0000007152557373,0.9997378587722778,0.9998329877853394,0.999720573425293,0.9997357726097107,1.000033974647522
0.71484375,1.0,1.000114917755127,1.0000015497207642,0.9997845888137817,0.9998584985733032,0.9997796416282654,0.9997400045394897,1.000033974647522
0.72265625,1.0,1.00049889087677,1.000001072883606,0.9998432993888855,0.9998946785926819,0.9998446106910706,0.999768853187561,1.0000337362289429
0.73046875,1.0,1.0008727312088013,1.000000238418579,0.9998995065689087,0.9999309182167053,0.9999027848243713,0.9998421669006348,1.0000321865081787
0.73828125,1.0,1.0012297630310059,1.000000238418579,0.9999440312385559,0.9999608993530273,0.9999470114707947,0.9999280571937561,1.0000314712524414
0.74609375,1.0,1.0015524625778198,1.0000004768371582,0.9999740123748779,0.9999807476997375,0.9999756813049316,0.99998939037323,1.0000309944152832
0.75390625,1.0,1.0018006563186646,1.0000014305114746,0.9999903440475464,0.9999901056289673,0.9999908208847046,1.0000191926956177,1.0000301599502563
0.76171875,1.0,1.0019636154174805,1.0000011920928955,0.9999945759773254,0.9999911785125732,0.999995768070221,1.0000364780426025,1.0000298023223877
0.76953125,1.0,1.0020912885665894,1.000001072883606,0.9999924302101135,0.9999868273735046,0.9999940991401672,1.0000545978546143,1.000029444694519
0.77734375,1.0,1.0021964311599731,1.0000016689300537,0.9999864101409912,0.9999804496765137,0.9999880194664001,1.0000741481781006,1.0000290870666504
0.78515625,1.0,1.00222909450531,1.000002145767212,0.9999808073043823,0.9999753832817078,0.999983012676239,1.0000910758972168,1.0000289678573608
0.79296875,1.0,1.002216100692749,1.0000032186508179,0.999980628490448,0.9999748468399048,0.9999821782112122,1.0000996589660645,1.0000287294387817
0.80078125,1.0,1.0021263360977173,1.0000033378601074,0.9999920129776001,0.9999837875366211,0.9999907612800598,1.0001044273376465,1.000028133392334
0.80859375,1.0,1.0018869638442993,1.0000038146972656,1.0000216960906982,1.000006079673767,1.0000154972076416,1.0001118183135986,1.000028133392334
0.81640625,1.0,1.001503586769104,1.0000067949295044,1.0000718832015991,1.0000436305999756,1.0000594854354858,1.000127911567688,1.0000280141830444
0.82421875,1.0,1.0009981393814087,1.0000073909759521,1.0001391172409058,1.0000979900360107,1.0001204013824463,1.0001424551010132,1.000028133392334
0.83203125,1.0,1.0003896951675415,1.0000064373016357,1.0002185106277466,1.0001648664474487,1.0001966953277588,1.0001527070999146,1.0000282526016235
0.83984375,1.0,0.9997031092643738,1.0000041723251343,1.0003032684326172,1.0002375841140747,1.0002820491790771,1.0001726150512695,1.0000284910202026
0.84765625,1.0,0.9989643096923828,1.0000011920928955,1.0003808736801147,1.000306248664856,1.000364899635315,1.0002024173736572,1.0000290870666504
0.85546875,1.0,0.9982045888900757,0.9999997019767761,1.0004328489303589,1.0003576278686523,1.0004290342330933,1.0002338886260986,1.0000296831130981
